#,Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply,Last 7 Days
,414,"Open Campus
EDU



Buy",$0.14,0.29%,3.84%,2.21%,"$84,322,704","$15,145,492
106.54M",593.19M EDU
,415,"Hemi
HEMI



Buy",$0.09,0.24%,17.59%,7.55%,"$84,198,748","$82,238,366
954.74M",977.5M HEMI
,416,"ConstitutionDAO
PEOPLE



Buy",$0.02,0.02%,7.27%,9.26%,"$83,436,648","$34,308,041
2.08B",5.06B PEOPLE
,417,"Sign
SIGN



Buy",$0.06,0.01%,4.95%,7.75%,"$83,306,298","$11,738,964
190.23M",1.35B SIGN
,418,"SwftCoin
SWFTC



Buy",$0.01,0.29%,7.61%,4.55%,"$83,191,030","$2,246,668
270.06M",10B SWFTC
,419,"Ark
ARK



Buy",$0.43,0.38%,2.32%,4.70%,"$82,725,814","$3,832,387
8.88M",191.83M ARK
,420,"Freysa
FAI



Buy",$0.01,0.05%,0.26%,4.81%,"$82,497,851","$947,058
94.01M",8.18B FAI
,421,"Unibase
UB



Buy",$0.03,0.02%,5.61%,23.97%,"$82,498,937","$41,170,793
1.24B",2.5B UB
,422,"Stronghold SHx
SHX



Buy",$0.01,2.14%,7.37%,16.86%,"$82,021,392","$844,267
59.63M",5.79B SHX
,423,"Xai
XAI



Buy",$0.04,0.46%,3.74%,8.44%,"$81,214,670","$19,962,242
493.42M",2B XAI
,424,"Goatseus Maximus
GOAT



Buy",$0.08,0.02%,6.04%,8.20%,"$81,049,606","$16,742,986
206.57M",999.99M GOAT
,425,"Civic
CVC



Buy",$0.08,0.12%,3.38%,6.36%,"$80,910,879","$7,478,786
92.41M",1B CVC
,426,"BIM
BIM



Buy",$2.69,0.00%,4.28%,3.45%,"$80,829,961","$276,763
102.72K",30M BIM
,427,"Manta Network
MANTA



Buy",$0.18,0.15%,3.37%,7.76%,"$80,785,500","$11,609,988
64.71M",450.36M MANTA
,428,"Ardor
ARDR



Buy",$0.08,0.22%,1.60%,3.84%,"$80,505,746","$4,418,039
54.79M",998.46M ARDR
,429,"Wiki Cat
WKC



Buy",$0.06,1.08%,8.50%,19.12%,"$80,219,126","$905,247
6.15T",545.84T WKC
,430,"Pixels
PIXEL



Buy",$0.03,0.65%,3.14%,8.13%,"$80,136,614","$18,620,583
698.71M",3B PIXEL
,431,"Powerledger
POWR



Buy",$0.14,0.04%,3.51%,6.52%,"$79,997,300","$3,776,985
26.82M",568.08M POWR
,432,"Defi App
HOME



Buy",$0.03,0.08%,4.49%,5.62%,"$79,459,854","$20,716,137
709.12M",2.72B HOME
,433,"Phala Network
PHA



Buy",$0.10,0.74%,2.32%,6.67%,"$79,406,003","$13,273,517
136.11M",813.57M PHA
,434,"Cyber
CYBER



Buy",$1.52,0.18%,6.61%,5.72%,"$79,039,819","$19,704,211
12.95M",51.96M CYBER
,435,"Pundi X (New)
PUNDIX



Buy",$0.31,0.09%,2.97%,6.28%,"$78,895,894","$2,551,605
8.35M",258.38M PUNDIX
,436,"Constellation
DAG



Buy",$0.03,1.09%,7.14%,1.19%,"$78,695,278","$1,904,613
69.54M",2.87B DAG
,437,"Bless
BLESS



Buy",$0.04,1.10%,25.78%,74.18%,"$78,359,076","$70,359,289
1.65B",1.84B BLESS
,438,"Bancor
BNT



Buy",$0.67,0.26%,3.95%,4.35%,"$77,597,696","$5,827,949
8.64M",115.18M BNT
,439,"Bonfida
FIDA



Buy",$0.08,0.38%,3.72%,8.18%,"$77,315,670","$6,951,039
89.06M",990.91M FIDA
,440,"Stratis [New]
STRAX



Buy",$0.04,0.22%,0.77%,4.24%,"$76,971,028","$12,480,686
325.71M",2.01B STRAX
,441,"WAX
WAXP



Buy",$0.02,0.05%,2.28%,4.23%,"$77,156,471","$3,548,163
205.53M",4.46B WAXP
,442,"Huma Finance
HUMA



Buy",$0.03,0.30%,4.51%,2.98%,"$76,783,557","$98,197,488
2.90B",2.26B HUMA
,443,"SATS (Ordinals)
SATS



Buy",$0.07,0.10%,4.82%,5.91%,"$76,652,618","$23,311,711
638.46T",2.1P SATS
,444,"Frax USD
FRXUSD



Buy",$1.00,0.06%,0.14%,0.32%,"$76,553,353","$205,509
205.84K",76.67M FRXUSD
,445,"Jelly-My-Jelly
JELLYJELLY



Buy",$0.08,0.40%,1.01%,49.57%,"$76,314,891","$10,875,178
142.50M",999.99M JELLYJELLY
,446,"Balancer
BAL



Buy",$1.13,0.21%,4.80%,3.74%,"$76,256,195","$5,888,471
5.20M",67.46M BAL
,447,"ECOMI
OMI



Buy",$0.00,0.06%,11.23%,17.85%,"$76,010,907","$8,130,652
30.11B",281.56B OMI
,448,"Animecoin
ANIME



Buy",$0.01,0.08%,5.57%,8.29%,"$75,781,957","$20,576,492
1.50B",5.53B ANIME
,449,"Bertram The Pomeranian
BERT



Buy",$0.08,0.15%,0.83%,11.99%,"$75,529,215","$4,780,644
61.19M",966.74M BERT
,450,"QuantixAI
QAI



Buy",$92.72,0.14%,1.96%,4.65%,"$74,591,343","$5,979,415
64.48K",804.45K QAI
,451,"Aura
AURA



Buy",$0.08,0.98%,14.70%,34.50%,"$73,908,689","$2,487,055
32.41M",963.28M AURA
,452,"Caldera
ERA



Buy",$0.50,0.31%,6.24%,9.74%,"$74,145,273","$17,619,171
35.28M",148.5M ERA
,453,"Audius
AUDIO



Buy",$0.05,0.68%,3.16%,4.21%,"$73,964,057","$7,013,916
129.20M",1.36B AUDIO
,454,"Spell Token
SPELL



Buy",$0.00,0.06%,1.71%,5.18%,"$73,977,642","$4,976,581
11.40B",169.57B SPELL
,455,"Tutorial
TUT



Buy",$0.09,0.82%,0.33%,5.92%,"$73,616,974","$22,355,811
254.36M",837.61M TUT
,456,"OKZOO
AIOT



Buy",$0.89,0.50%,5.76%,17.59%,"$73,343,509","$6,934,849
7.80M",82.51M AIOT
,457,"Chromia
CHR



Buy",$0.09,0.14%,1.55%,3.33%,"$73,172,133","$10,955,249
126.88M",847.48M CHR
,458,"MVL
MVL



Buy",$0.00,0.27%,0.98%,0.60%,"$72,955,315","$3,673,366
1.37B",27.35B MVL
,459,"siren
SIREN



Buy",$0.10,0.15%,14.09%,0.01%,"$72,910,056","$4,257,872
42.68M",730.88M SIREN
,460,"Lagrange
LA



Buy",$0.38,0.03%,0.62%,2.17%,"$72,730,949","$28,472,147
75.55M",193M LA
,461,"IQ
IQ



Buy",$0.00,1.98%,1.53%,7.26%,"$72,782,168","$6,149,992
1.98B",23.44B IQ
,462,"Cookie DAO
COOKIE



Buy",$0.12,0.15%,8.49%,10.87%,"$72,230,826","$18,414,439
158.92M",623.64M COOKIE
,463,"OG Fan Token
OG



Buy",$16.67,0.66%,4.13%,13.42%,"$72,173,635","$26,221,305
1.57M",4.32M OG
,464,"Flux
FLUX



Buy",$0.18,0.30%,2.70%,7.54%,"$72,060,587","$5,196,237
28.29M",392.38M FLUX
,465,"Chintai
CHEX



Buy",$0.07,0.06%,0.29%,17.19%,"$72,065,233","$999,374
13.85M",998.87M CHEX
,466,"CARV
CARV



Buy",$0.24,3.19%,7.80%,7.64%,"$71,586,316","$15,743,218
65.02M",295.36M CARV
,467,"CROSS
CROSS



Buy",$0.21,0.01%,3.27%,7.91%,"$71,449,256","$4,633,709
21.73M",335.22M CROSS
,468,"Hivemapper
HONEY



Buy",$0.01,0.98%,1.74%,1.49%,"$71,043,480","$692,178
48.10M",4.94B HONEY
,469,"Keep Network
KEEP



Buy",$0.07,0.12%,0.81%,2.25%,"$70,800,154","$13,739
187.80K",967.78M KEEP
,470,"Banana Gun
BANANA



Buy",$17.54,0.25%,5.99%,11.03%,"$70,288,044","$13,431,143
765.37K",4M BANANA
,471,"MNEE
MNEE



Buy",$1.00,0.37%,0.35%,0.14%,"$69,913,737","$82,042
82.11K",69.97M MNEE
,472,"Across Protocol
ACX



Buy",$0.11,0.08%,3.15%,6.59%,"$69,753,052","$5,922,270
52.02M",612.9M ACX
,473,"Propy
PRO



Buy",$0.70,1.17%,4.37%,16.25%,"$69,665,372","$10,851,626
15.57M",100M PRO
,474,"API3
API3



Buy",$0.81,0.37%,9.48%,1.19%,"$69,599,866","$60,370,744
74.92M",86.42M API3
,475,"Comedian
BAN



Buy",$0.07,1.06%,0.10%,2.53%,"$69,385,267","$14,846,183
213.96M",999.96M BAN
,476,"Liquity
LQTY



Buy",$0.73,0.63%,0.64%,5.69%,"$69,339,741","$16,420,438
22.59M",95.39M LQTY
,477,"Tradoor
TRADOOR



Buy",$4.79,1.84%,2.69%,118.18%,"$68,809,268","$43,730,977
9.11M",14.34M TRADOOR
,478,"Camp Network
CAMP



Buy",$0.03,1.30%,12.59%,4.91%,"$68,728,120","$21,824,784
668.64M",2.1B CAMP
,479,"ChainGPT
CGPT



Buy",$0.08,0.58%,4.10%,6.52%,"$68,511,897","$14,613,412
184.68M",865.84M CGPT
,480,"Sonic SVM
SONIC



Buy",$0.17,0.15%,3.90%,8.21%,"$68,279,395","$22,556,432
135.59M",410.57M SONIC
,481,"Holoworld AI
HOLO



Buy",$0.20,0.92%,8.15%,5.84%,"$68,098,222","$61,038,759
311.36M",347.37M HOLO
,482,"SpaceN
SN



Buy",$1.69,0.12%,1.73%,0.53%,"$67,855,941","$90,117
53.13K",40.01M SN
,483,"EUR CoinVertible
EURCV



Buy",$1.15,0.02%,0.57%,1.41%,"$67,683,879","$95,790,491
82.81M",58.51M EURCV
,484,"Tokenlon Network Token
LON



Buy",$0.54,0.71%,0.82%,4.92%,"$67,222,512","$75,559
139.03K",123.69M LON
,485,"Renzo
REZ



Buy",$0.02,0.59%,12.40%,23.81%,"$66,496,214","$61,870,460
3.94B",4.26B REZ
,486,"Uchain
UCN



Buy","$1,307.28",0.08%,0.33%,1.71%,"$65,364,120","$17,364,426
13.27K",50K UCN
,487,"Ape and Pepe
APEPE



Buy",$0.05,0.57%,14.47%,27.39%,"$65,369,633","$23,663,163
13.53T",37.39T APEPE
,488,"Taiko
TAIKO



Buy",$0.35,0.06%,3.02%,5.30%,"$65,351,831","$7,279,481
20.68M",185.74M TAIKO
,489,"MiL.k
MLK



Buy",$0.13,0.34%,0.19%,2.40%,"$65,238,003","$6,229,079
47.89M",501.66M MLK
,490,"Pirate Chain
ARRR



Buy",$0.33,0.87%,3.81%,11.12%,"$65,131,786","$168,139
506.35K",196.21M ARRR
,491,"deBridge
DBR



Buy",$0.03,0.38%,5.19%,23.11%,"$64,621,485","$15,014,481
447.02M",1.92B DBR
,492,"Marlin
POND



Buy",$0.01,0.07%,0.27%,3.14%,"$64,441,486","$3,141,317
399.26M",8.2B POND
,493,"Celer Network
CELR



Buy",$0.01,1.73%,8.80%,5.65%,"$64,574,257","$28,408,403
3.43B",7.8B CELR
,494,"Collector Crypt
CARDS



Buy",$0.17,0.84%,4.40%,31.62%,"$64,081,494","$7,168,160
42.88M",385.14M CARDS
,495,"Dymension
DYM



Buy",$0.17,0.26%,4.98%,11.57%,"$63,921,862","$9,066,231
54.03M",381M DYM
,496,"Zentry
ZENT



Buy",$0.01,0.02%,2.42%,10.30%,"$63,848,690","$8,971,343
1.06B",7.58B ZENT
,497,"Delysium
AGI



Buy",$0.04,0.03%,2.18%,8.42%,"$63,758,059","$2,815,056
67.82M",1.53B AGI
,498,"Orbs
ORBS



Buy",$0.02,0.06%,1.94%,4.22%,"$63,547,942","$5,975,450
375.11M",3.98B ORBS
,499,"Ontology Gas
ONG



Buy",$0.15,0.05%,2.07%,6.55%,"$63,505,256","$3,192,235
21.50M",427.83M ONG
,500,"Cartesi
CTSI



Buy",$0.07,0.35%,4.47%,8.55%,"$63,330,243","$7,445,855
103.83M",883.25M CTSI
